Village_Name,Village_Name_English,Latitude,Longitude
Mhasla Kh,,20.3064865,75.4819429
Lonwadi,,20.289682,75.4989186
Palshi,,20.288726,75.5462622
Kerhala,,20.2745966,75.5986512
Georai Shemi,,20.2398313,75.5674839
Chinchkheda,,20.2575672,75.6283378
Bhawan,,20.2603855,75.640912
Pimpri,,20.2828892,75.6823897
Warud Kh,,20.2761062,75.6776047
Thale Wadi,,20.2945424,75.6949961
Mora Kh,,20.3145661,75.6035971
Wanjola,,20.3121714,75.5905187
Dhanora,,20.3210456,75.572741
Sisarkheda,,20.3270217,75.5455756
Borgaon Sarwani,,20.3422931,75.5011797
Sonappawadi,,20.3373437,75.4777801
Borgaon Bajar,,20.3487513,75.5006861
Sawkheda Kh,,20.3614758,75.4724264
Sawkheda Bk,,20.3634171,75.4744649
Kotnandra,,20.3743803,75.5002141
Pirola,,20.3642519,75.5438805
Bharadi,,20.3603794,75.5551028
Wangi Bk,,20.3512058,75.5722475
Modha Bk,,20.3453915,75.6016445
Modha Kh,,20.3473028,75.6051206
Rajalwadi,,20.3315087,75.6434226
Pardeshiwadi,,20.3213474,75.6841922
Dongargaon,,20.3360962,75.6798791
Asadi,,20.3441039,75.7526207
Rahimabad,,20.346317,75.7246828
Anvi,,20.3602185,75.6850719
Sarola,,20.3912963,75.7323217
Palod,,20.3832106,75.6715107
Mangrul,,20.3721475,75.6397748
Chandapur,,20.3854432,75.6328439
Wangi Kh.,,20.3747826,75.5930614
Wadod Chatha,,20.3776791,75.566132
Kankraia,,20.5954485,75.5658102
Malelgoan,,20.5945044,75.5404472
Jarandi,,20.5669233,75.5498671
Nimbayati,,20.5495897,75.5415201
Nahavi tanda,,20.5411658,75.5348038
Bahulkheda,,20.5340124,75.5128097
Kawali,,20.5328268,75.5039692
Umarvihire,,20.5334698,75.4757094
Nandgaon Tanda,,20.5153838,75.4109716
Naygaon,,20.480547,75.350917
Ghosala,,20.52294,75.4383731
Nandgaon,,20.5117462,75.4043197
Wadi Sutonda,,20.4882808,75.3385734
Palshi,,20.5004109,75.3275013
Jangli Kotha Bormal Tanda,,20.4837582,75.3919279
Tidka,,20.5168609,75.3833771
Warthan,,20.5142382,75.3588295
Bhilwadi,,20.5030237,75.3397107
Banoti,,20.5083598,75.3433692
Mukhed,,20.523362,75.3300118
Ghorkund,,20.5396588,75.3570914
Wakadi,,20.5396788,75.3703093
Pohari Bk,,20.5631665,75.3712106
Wangaon,,20.5639902,75.3615546
Gondegoan,,20.5621519,75.3454935
Nimbhora,,20.5711221,75.3353762
Titur,,20.5443706,75.317781
Galwada,,20.5727292,75.3051424
Hanumantkheda,,20.5224778,75.3063655
Kinhi,,20.4861602,75.2677846
Wadgaon (Tigji),,20.5125802,75.2438459
Shindol,,20.5277327,75.2395248
Uppalkheda Antar,,20.5370868,75.2719474
Titawi,,20.557541,75.9566402
Pimpalwadi,,20.5703788,76.0245967
Davhari,,20.5645929,76.0049629
Dabha,,20.5837177,75.997442
Nanda Tanda,,20.6031946,75.9929568
Molkheda,,20.6097141,76.0098016
Rawala,,20.5858871,75.8795857
Jawala,,20.5980396,75.8623874
Jamthi,,20.6003093,75.8498239
Madni,,20.4952254,75.8295893
Mukpath,,20.5137861,75.7265067
Pandhari,,20.5565364,75.6713819
Fardapur Tanda,,20.5821508,75.6801581
Warlkhedi Bk,,20.6020166,75.6821537
Jangalgaon,,20.5930482,75.6488299
Wetalwadi,,20.5614186,75.6239819
Galwada (Soegaon),,20.5783541,75.6237996
Gokulpur,,22.6133616,70.4925368
Haripar,,22.5803671,70.4430299
Takli Antur,,20.4096784,75.3723693
Lamangaon,,20.4158925,75.3916597
Ghatshendra,,20.4135396,75.349431
Talner,,20.4316829,75.3251624
Wadagoan {Jadhav },,20.4319594,75.1612258
Bhopewadi,,20.4492109,75.2198696
Pangara Tanda,,20.4445765,75.1963949
Bormal Tanda,,20.4538753,75.1748943
Nagad Tanda,,20.4626407,75.1954722
Belkheda Tanda,,20.4711444,75.1982188
Belkheda,,20.4689733,75.2012014
Sonwadi,,20.4724912,75.205965
Mohali,,20.4956374,75.2117264
ahegaon Kheri,,20.3624489,75.4465967
Khedi,,20.3619737,75.4532862
Shelgaon Khalsa,,20.3637087,75.4291141
Shelgaon (J),,20.3593635,75.4292643
Dahigaon,,20.3529963,75.4147911
Jamdi ( J),,20.3477454,75.3952753
Ganeshpur,,20.3534389,75.3687858
Damani Kh,,20.3555613,75.2507365
Umbarkheda Tanda,,20.3453814,75.2216077
Umbarkheda,,20.3550986,75.2153957
Purnawadi,,20.3668167,75.1874041
Rampurwadi,,20.3611841,75.1991629
Mehun Purnwadi,,20.369643,75.2033257
Umbarkheda Tanda,,20.3725296,75.2247888
Karanjkheda Jahagir,,20.3800728,75.2866244
Nagapur,,20.3802538,75.2651024
Chimnapur,,20.390361,75.2397501
Rewoolgaon,,20.4002262,75.3078031
Newpur,,20.3897978,75.3368354
Waki Kadim,,20.3938807,75.3492916
Chincholi (L),,20.3842666,75.368464
Wakad,,20.3800728,75.4149306
Raygaon,,20.3938304,75.4023188
Barkatpur,,20.3906174,75.4012728
Junone,,20.3235105,75.0396895
Telwadi,,20.296404,75.0856089
Andhaner,,20.2734896,75.1014232
Hivarkheda,,20.2937374,75.1341891
Bramhani,,20.2872366,75.1464844
Garada,,20.2979964,75.1504594
Mehegaon,,20.2909801,75.2567661
Sakharvel,,20.3086498,75.2838135
Deopul,,20.2978228,75.2753055
Palshi Kh,,20.2992718,75.2836203
Palshi Bk,,20.2923889,75.2977609
Mohadi,,20.3129864,75.3948998
Adgaon ( Pishor),,20.3183793,75.4424178
Ramnagar,,20.3171418,75.3006363
Khatkheda,,20.3177002,75.2892423
Wasadi,,20.3042426,75.2618355
Nimbhora,,20.3152905,75.2337634
Tapowan,,20.3212166,75.2076065
Nachnwel,,20.2998454,75.4264104
Amdabad,,20.2946329,75.4179776
Sarola,,20.2943411,75.4053497
Jawakheda Bk,,20.2826879,75.3920138
Pimparkheda,,20.2849422,75.3737533
Nadarpur,,20.2888467,75.3726482
Hasta,,20.2805947,75.2421105
Mohalda Tanda,,20.2615329,75.1683497
Rithi,,20.2633143,75.158726
Navadi,,20.2549955,75.0792682
Mundwadi Tanda,,20.2597916,75.0677991
Jamdi (Ghat),,20.2614322,75.0397539
Wadner,,20.2677227,75.0210965
Wadner Tanda,,20.2669074,75.0156248
Kalanki,,20.2675013,74.9799728
Kunjkheda,,20.2438225,75.1891047
Nandgirwadi,,20.2397206,75.2143443
Bharamba Tanda,,20.2498571,75.2897036
Bhramba,,20.2567217,75.3038978
Kolambi Manjra,,20.2648995,75.3168154
Bhildari (Pishor),,20.2508032,75.3496027
Kanhegoan,,20.2448292,75.4132301
Mohara,,20.2794172,75.4492843
Debhegaon,,20.274038,75.4221028
Malegaon Thokal,,20.2194607,75.3071004
Salegoan,,20.2208651,75.2812761
Jaitkheda Tanda,,20.2130827,75.2777302
Jaitkheda,,20.2142858,75.270279
Hiwarkheda Kh,,20.2229843,75.2293915
Dabhadi,,20.2274089,75.1708817
Bahirgaon,,20.2300012,75.1607054
Dongaon,,20.2279827,75.1546276
Rail Navadi,,20.2499879,75.1125491
Boltek,,20.213717,75.057258
Gudama,,20.2143915,75.032351
Gavahali,,20.1747588,75.0188327
Aurala,,20.1704183,74.9934053
Shirodi,,20.1967564,74.9956047
Chinchkheda BK,,20.2085822,74.9764216
Bibkheda,,20.212836,74.9835992
Chinchkheda Tanda,,20.22757,74.9770331
Sitanaik Tanda,,20.2393079,75.0135541
Kolwadi,,20.2433318,75.0122747
Jehur,,20.2116429,74.9495888
Jehur Tanda,,20.2196771,74.9541056
Mungsapur,,20.2279123,74.9399221
Tandulwadi,,20.2415023,74.9367356
Nandgaon,,16.5514012,74.2138749
Kadarpur,,20.0625828,75.1110256
Mategaon,,20.0339592,75.1003611
Kanadgaon Werul,,20.0222664,75.0622684
Chambharwadi,,20.0301491,75.0773048
Deoli,,20.0099981,75.0012428
Tad Pimplagaon,,20.0639231,75.0549781
Deolana,,20.0654448,75.083785
Debegaon,,20.0833769,75.086199
Shevata,,20.0839563,75.0414598
Takli,,20.1187262,75.0794291
Vaispur,,20.1131148,75.0773477
Borsar Bk,,20.1029089,75.0492811
Borsar Kh,,20.0993624,75.0518346
Sasegaon,,20.1006621,75.0018811
Kandgaon (Kannad ),,20.1299686,74.96521
Sahangaon,,20.1479084,74.9331844
Rohila Bk,,20.1668331,74.9195588
Rohila Kh,,20.1754738,74.9262213
Khamgaon,,20.148281,74.948194
Vita,,20.1392762,75.0006795
Babhulkheda,,20.130986,75.0313157
Palaskheda,,20.1253649,75.0316429
Jawali Bk,,20.1385711,75.0349045
Jawali Kh,,20.1391553,75.0379407
Jalgaonghat,,20.1444132,75.0747299
Athegaon,,20.1640031,75.0784099
Kheda,,20.1731374,75.0851154
Jaitapur,,20.1570336,75.1059079
Nimdongri,,20.1882226,75.182662
Wadali,,20.2043333,75.2261567
Chikhalthan,,20.1971239,75.2026391
Bhokangaon,,20.2018765,75.1755488
Shivrai,,20.1981686,75.1452023
Shirasgaon,,20.2025712,75.0899541
Chinchkheda Kh,,20.1805342,75.0429404
Hasankheda,,20.1639376,75.0390351
Kavitkheda,,20.1636405,75.0162685
Aurali,,20.162019,74.9933839
Hingane Kannad,,20.1622708,74.9699414
Nipani,,20.1865006,74.9361455
Raghunathpurwadi,,20.0377491,74.8836279
Loni Bk,,19.972411,74.7931409
Bhaur,,19.8415704,74.675416
Mhaski,,19.849394,74.7623706
Nadi,,19.7954765,74.7711038
Tembhi,,19.7944973,74.8224521
Jategaon,,19.7862495,74.8218298
Gadhe Pimpalgaon,,19.7217671,74.8630929
Chenduphal,,19.6545306,74.8449612
Deogaon Shani,,19.6679883,74.83464
Bajathan,,19.6851219,74.8187828
New Najathan,,19.6984557,74.8347258
Awwalgaon,,19.7147781,74.8103499
Nagamthan,,19.7340678,74.7884524
Chandgaon,,19.7391676,74.7833669
Dagpimplgaon,,19.7594641,74.7652352
Wanjargaon,,19.7727312,74.7321367
Nandur Dhok,,19.7825243,74.690541
Babhulgaon Ganga,,19.7773855,74.6708536
Dongaon,,19.7737509,74.6103215
Babtara,,19.791923,74.6224665
Hingoni,,19.8280795,74.6637726
Ladgaon,,19.8313697,74.713726
Virgaon,,19.8220843,74.7763181
Sirasgaon,,19.813626,74.8052215
Mahalgaon,,19.7985857,74.8738003
Hanumantgaon,,19.8366581,74.8034835
Chorwaghalgaon,,19.8451959,74.8334169
Bhagur,,19.8450849,74.8700988
Chinchadgaon,,19.8723604,74.81565
Jambargaon,,19.8808761,74.7927761
Satana,,19.8642075,74.7750091
Siddhapurwadi,,19.855368,74.7437668
Fakirabadwadi,,19.8458317,74.7240794
Kiratpur,,19.8657009,74.7007227
Nagina Pimpalgaon,,19.8635415,74.7036409
Khambala,,19.8794938,74.7010767
Dawala,,19.879625,74.6982658
Surala,,19.8815218,74.6602106
Belgaon,,19.9008922,74.6623563
Panvi Kh,,19.9789955,74.6899402
Panvi Khandala,,19.9788946,74.6961522
Chandgaon,,19.9558429,74.7043061
Nandgaon,,19.9526359,74.6856916
Bhaggaon,,19.9074998,74.7073531
Ghaigaon,,19.9042818,74.7522104
Phulewadi,,19.9199072,74.7476828
Agar Saigaon,,19.9014773,74.8071206
Kanak Sagaj,,19.8874643,74.8472893
Takli Sagaj,,19.8834287,74.8602176
Ekodi Sagaj,,19.8653275,74.9018025
Ballali Sagaj,,19.8718962,74.8962235
Khirdi,,19.8809114,74.9312317
Jalgaon,,19.8951015,74.9499321
Palkhed,,19.9070257,74.902339
Hadas Pimpalgaon,,19.9295399,74.9574637
Lasurgaon,,19.9407152,74.9848222
Rahegaon,,19.9770192,74.973557
Sonwadi,,19.9754663,74.9757457
Undirwada,,19.9850452,74.9731922
Bhaigaon Ganga,,19.992224,74.9782991
Mandki,,20.0074476,74.9979543
Lakhani,,20.0150588,74.9966347
Karanjagaon,,19.9387586,74.917928
Dahegaon,,19.930367,74.9024892
Golwadi,,19.9280068,74.8780918
Shivrai,,19.9285717,74.828074
Tidhi,,19.9221162,74.7937417
Makarmatpur,,19.9259895,74.7902441
Aghur,,19.9517081,74.7640443
Rotegaon,,19.9509517,74.7433162
Sawandgaon,,19.9640515,74.8213041
Jarul,,19.9829682,74.7535729
Bhaigaon Vaijapur,,20.0005719,74.7351622
Biloni,,20.0396642,74.7281134
Khandala,,20.020452,74.7997284
Kolhi,,20.0468909,74.8286211
Alapurwadi,,20.0752702,74.8230851
Pathri,,20.0240406,74.9777627
Jambarkheda,,20.0387268,74.9948001
Baigaon,,20.0402085,74.9983513
Bhokargaon,,20.0704735,75.0061297
Garaj,,20.0612928,74.9695444
Shivgaon,,20.0644975,74.9430442
Shioor Bangla,,20.0866265,74.9094254
Waghla,,20.0839261,74.9384308
Pokhari,,20.0865258,74.9654674
Bhatana,,20.097035,74.9415207
Sakegaon,,20.1136487,74.9565089
Manegaon,,20.1308661,74.9311736
Pimplagaon Khandala,,20.1151699,74.8976827
Sawkhed Khandala,,20.1248109,74.8703349
Pendephal,,20.1067324,74.840337
Titarkheda,,20.1237531,74.8245978
Koradgaon,,20.0812256,74.8029685
Janephal,,20.067158,74.7812641
Rahadi,,20.0964204,74.7212791
Wadji,,20.106012,74.7400975
Parala,,20.1254455,74.7526771
Kharaj,,20.1275308,74.7969389
Bhadali,,20.1672963,74.760375
Chikatgaon,,20.1409079,74.7945249
Tunki,,20.1325473,74.8461521
Loni Kh,,20.1520883,74.8224306
Anchalgaon,,20.1468608,74.849714
Balhegaon,,20.137871,74.8986992
Manoli,,20.1481602,74.9143231
Jiri,,20.1533473,74.8952472
Birola,,20.1560566,74.885205
Kavit Kheda,,20.1633484,74.8780703
Walan,,20.1714657,74.8855483
Naigavhan,,20.1689077,74.8522997
Babhultel,,20.176793,74.8391247
Wakla,,20.2100824,74.8316359
Mhalsmal,,20.0803892,75.1869106
Nandrabad,,19.9882314,75.1988625
Kagjipura,,19.9735202,75.2104068
Mawsala,,19.9770797,75.217756
Khirdi,,19.9935914,75.2252971
Gopalchawdi,,19.9757587,75.265671
Ghodegaon,,20.0104215,75.2671194
Sonkheda,,20.0108399,75.2421534
Golegaon,,20.0200487,75.2691149
Khandi Pimpalgaon,,20.0366001,75.3053194
Yesgoan,,20.0796435,75.333319
Wadhod Bk,,20.0720758,75.3145516
Sultanpur,,20.0607889,75.2966773
Deolana Bk,,20.0678332,75.2709067
Viramgaon,,20.0684177,75.2568197
Takali,,20.0680146,75.2402758
Lamangaon,,20.0562387,75.207907
Gadana,,20.0425569,75.2618408
Mamnapurwasti,,20.0361162,75.2535796
Muslimwasti,,20.0294032,75.2439558
Bhataji,,20.0258147,75.2366066
Sarai,,20.0167826,75.2178097
Kasabkheda,,20.009121,75.1294899
Prutap Tanda,,20.0323352,75.1541757
Palaswadi Tanda,,20.050116,75.1553035
Palaswadi,,20.0589547,75.1338243
Akhatwada,,20.0742323,75.1561832
Abdullapur,,20.0865056,75.2233887
Kanadgaon,,20.0917804,75.2813029
Kanaksil,,20.1112409,75.2832663
Wadhod Kh,,20.0946067,75.3004861
Yesgaon 2,,20.1094778,75.3185749
Mumrabadwadi,,20.1152455,75.3439969
Tajnapur,,20.1179908,75.3274047
Sawangi,,20.1257175,75.3080392
Rail,,20.129072,75.2869248
Dhamangaon,,20.1264932,75.2485692
Tisgaon Tanda,,20.1331014,75.2012336
Tisgaon,,20.1375638,75.2009225
Loni,,20.1533775,75.2431726
Bodka,,20.1584436,75.2586543
Indapur,,20.1413511,75.2815497
Shekapuri,,20.1429527,75.3058827
Sobalgaon,,20.1519322,75.3063816
Nidhona F,,20.1981812,75.3753519
Wawana,,20.2115523,75.382508
Hiwara,,20.2311438,75.4479217
Chincholi Nakib,,20.2312444,75.4107141
Lalwan,,20.2232914,75.3616297
Naigaon,,20.2229038,75.3506595
Padli,,20.1710024,75.3090155
Daregaon,,20.1855641,75.3122663
Hanumanwadi,,20.1992284,75.3123951
Zari,,20.170801,75.2757025
Savkheda,,20.1785956,75.2456403
Otala,,22.6006168,70.6325314
Rohishala,,22.5234576,70.6630832
Jodhpar Zala,,22.5458369,70.6347073
Shakti Nagar,,22.5506514,70.6736187
Nana Vagudad,,22.5731474,70.4792856
Jayva,,22.5398146,70.4726455
Kharva,,22.5379031,70.4237333
Dahegaon,,19.7365319,75.1452827
Tembhapuri,,19.7347949,75.183649
Rahimpur,,19.7513963,75.1600027
Babargaon,,19.7310583,75.076704
Pendapur,,19.7297859,75.0891065
Bhoigaon,,19.737057,75.0736999
Kobapur,,19.7568893,75.0568986
Ambewadi,,19.7150609,75.0161505
Manjari,,19.7187119,74.9506938
Mudhesh Wadgaon,,19.7244131,74.9371218
Wahegaon,,19.7117279,74.9066305
Warkhed,,19.7571115,74.9043131
Ranjangaon Narhari,,19.7876427,74.9217796
Pimpari,,19.7855226,74.9385595
Shingi,,19.7853813,74.9515843
Bhalgaon,,19.7821759,74.9884084
Hadiyabad,,19.7669863,75.0025248
Malunja Kh,,19.7691747,75.0099733
Malunja Bk,,19.7722263,75.0128996
Sirajgaon,,19.7642804,75.0374365
Kolghar,,19.7788797,75.0319862
Kankori,,19.7775672,75.0546455
Kalegaon,,19.7742506,75.0940955
Dighi,,19.7754167,75.0976199
Jikthan,,19.7677435,75.149534
Turkabad Kharadi,,19.7893791,75.1617193
Rajura,,19.7820901,75.1371717
Yesgaon,,19.785563,75.0983119
Ghodegaon,,19.801614,75.047822
Tandulwadi,,19.7972733,75.0075888
Zodegaon,,19.8084579,74.9546957
Akoli Wadgaon,,19.8135856,74.912467
Khadak Wagalgaon,,19.8283823,74.9457478
Wadali,,19.8238303,74.9695873
Siddhanath Wadgaon,,19.8171385,75.0032758
Shahapur,,19.8199546,75.0476825
Palasgaon,,19.8192581,75.0710606
Domegaon,,19.8106988,75.1015949
Borgaon,,19.8220439,75.1086759
Shirodi,,19.8088819,75.1390171
Gajgaon,,19.8478803,75.0680566
Kasoda,,19.8235982,75.1600885
Ambelohal,,19.8369205,75.1393175
Wadgaon,,19.846205,75.1325798
Eklahera,,19.8459729,75.1738107
Nandeda,,19.8577091,75.1771045
Bargipur,,19.8678804,75.1447248
Narayanpur Kh,,19.8733895,75.183413
Ambegaon,,19.8789187,75.1791
Asegaon,,19.9019061,75.1964647
Khojewadi,,19.8924381,75.1650238
Fatulabad,,19.9058151,75.147686
Sindhi Sirasgaon,,19.9022137,75.1463073
Govindpur,,19.8780712,75.1148987
Rajangaon Pol,,19.8974824,75.1189327
Pratappur,,19.8669117,75.077734
Fulshevra,,19.8662457,75.0707388
Gavli Shivra,,19.8781923,75.0681209
Devli,,19.9089827,75.0303125
Sultanabad,,19.9074393,75.0464487
Dhamori Kh,,19.9322027,75.0491094
Daigaon,,19.9229434,75.0402045
Shekta,,19.8361232,75.0069559
Butte Wadgaon,,19.8460537,75.0076103
Sillegaon,,19.8699766,75.0058454
Siresaigaon,,19.8429555,74.9579358
Shankarpur,,19.8595759,74.9484837
Katepimpalgaon,,19.8547222,74.9287319
Mahebubkheda,,19.8764569,74.9656391
Agathan,,19.8992378,74.9718404
Siregaon,,19.9007712,75.0012803
Sawangi,,19.918727,75.0143909
Harsul,,19.9306898,75.0057435
Bhagthan,,19.9292979,75.0149166
Vairagad,,19.9641322,75.010829
Babhulgaon,,19.9635372,75.0390136
Khadak Narala,,19.9131791,75.0804698
Wasusaigaon,,19.9002668,75.0896001
Dongaon,,19.9520863,75.0819772
Ekburji Waghlogaon,,19.9139155,75.1079571
Potul,,19.9245169,75.1330089
Takli,,19.9314462,75.1542199
Shahpur Banjar,,19.9139054,75.1723408
Fatiyabad,,19.9348553,75.19279
Jambhala,,19.9557924,75.1573849
Warzadi,,19.9617422,75.1357233
Pachapirwadi,,19.9641221,75.1147431
Diwashi,,19.9817381,75.1164222
Raipur,,19.970354,75.0903082
Pimpalgaon,,19.9894413,75.0979578
Kinhal,,19.9969626,75.0712109
Maliwadgaon,,19.9860535,75.0292182
Dhoregoan,,19.7153942,75.1046419
Pimpalwadi,,19.7169495,75.0950396
Solegaon,,19.7035061,75.1110363
Puri,,19.6961931,75.1233315
Nandabad,,19.691102,75.1367211
Zanzardi,,19.6824954,75.1523208
Bhagatwadi,,19.6956476,75.1674378
Nagapur,,19.682556,75.1982188
Shendurwada,,19.6842329,75.2104068
Shivpur,,19.6654322,75.2221227
Tandulwadi,,19.6480237,75.2159428
Talpimpri,,19.6620072,75.1894963
Mandwa,,19.6537728,75.2062333
Harsula,,19.6719081,75.180645
Pandharohal,,19.6483167,75.1907623
Savkheda,,19.646791,75.1868355
Mahalakshmikheda,,19.6479631,75.1789069
Borodi,,19.6444367,75.1736069
Mangegaon,,19.6583498,75.1777696
Agar Wadgaon,,19.6551571,75.0976896
Kaigaon,,19.6548742,75.0555038
Bhendala,,19.6824752,75.0697946
Mendwada,,19.6494383,74.9920964
Siddhapur,,19.6967789,74.9774408
Nawabpur,,19.6792021,74.9787068
Raghunathnagar,,19.6519744,74.9846399
Jamgaon,,19.6591581,74.9772262
Bagadi,,19.6699684,74.9643731
Mamdapur,,19.6618254,74.9446535
Agar Kanadgaon,,19.6727164,74.9385166
Nevargaon,,19.6461645,74.8903334
Haibatpur,,19.6862432,74.894067
Nevargaon,,19.688011,74.8983264
Pachod,,19.7853409,75.4570895
Chincholi,,19.7851138,75.4303372
Shivgad Tanda,,19.7786071,75.3841495
Pardari,,19.7930941,75.4075545
Kannanayak Tanda,,19.7985755,75.3856301
Bhindon,,19.7904693,75.3756201
Gandheli,,19.8259751,75.3914157
Sindon,,19.7900706,75.3593445
Bokud Jalgaon,,19.7631747,75.3340673
Wadgson,,19.7744576,75.3272652
Girnera,,19.7828877,75.3115904
Georai,,19.7864918,75.2923
Aliyabad,,19.6616132,75.2738464
Shekta,,19.6756663,75.2565193
Mharola,,19.7257058,75.2728808
Babhulgaon,,19.7560613,75.2739966
Paithan Kheda,,19.7503259,75.2543414
Kesapuri,,19.763614,75.2493954
Tisgaon,,19.8638316,75.2635413
Karodi,,19.8851237,75.2150416
Sher napur,,19.9018657,75.2398628
Maliwada,,19.9275933,75.2087438
Abdimandi,,19.9362774,75.2256793
Arifwadi,,19.9413405,75.2315104
Jogwada,,19.9465849,75.2753055
Jatwada,,19.9551571,75.2865815
Kankora,,19.9803617,75.44245
Adgaon Sarak,,19.9673137,75.4941469
Lamkana,,19.980639,75.5509293
Ladsawangi,,19.9713623,75.6203985
Babuwadi,,19.9921534,75.6017518
Selud,,19.9940943,75.5912805
Hatmali,,19.9976129,75.576008
Naigavhan,,19.9962165,75.5580532
Anjandoh,,20.0014188,75.5350882
Donwada,,20.0070443,75.4937071
Dhondkheda,,20.0008088,75.4662198
Khamkheda,,20.0142775,75.4664075
Chaukawadi,,20.0031125,75.4232454
Satala,,20.0118026,75.441463
Morvira,,20.0256534,75.4432011
Chauka,,20.0178965,75.3950715
Naigaon,,19.9670666,75.3512979
Ohar,,19.947669,75.3139883
Krishnapur,,19.9515921,75.3835648
Kolthana,,19.9535284,75.3879529
Pokhari,,19.9355311,75.395329
Gopalpur,,19.9094669,75.3978717
Mandki,,19.9118728,75.4089707
Mahalpimpri,,19.9074746,75.4274028
Rampur,,19.8973008,75.4344141
Warood kazi,,19.895959,75.4564834
Sultanpur W,,19.8959389,75.4532111
Gangapur Jahagir,,19.8898655,75.4798078
Shendraban,,19.8870809,75.4833376
Karmad,,19.87008,75.540576
Hivra,,19.855151,75.5303675
Tongaon,,19.8435509,75.5076921
Jadgaon,,19.8347607,75.5276906
Garkheda,,19.8226545,75.5174231
Laygaon,,19.7543751,75.4794645
Chitte Pimpalgaon,,19.7853813,75.4865617
Chitegaon,,19.7878951,75.4856872
Garkheda,,19.7869259,75.4937553
Apatgaon,,19.8016948,75.4762459
Bhalgaon,,19.8231491,75.4814869
Nipani,,19.829987,75.4564297
Adgson Bk,,19.8207772,75.4333842
Daigavhan,,19.7612513,75.5566317
Gharegaon,,19.753956,75.5768502
Kolghar,,19.7557205,75.6081971
Taklimali,,19.7770826,75.5550438
Adgaon Kh,,19.789263,75.5789101
Darakwadi,,19.7863606,75.6018537
Kawadgaon Ambad,,19.7855731,75.6308699
Kawadgaon Jalna,,19.7868451,75.6331873
Karhol,,19.8064593,75.6007165
Eklahara,,19.8144208,75.5547944
Mangrul,,19.8423197,75.5481934
Wadachiwadi,,19.8334084,75.6164288
Wahegaon,,19.860484,75.6340456
Demani,,19.8627898,75.6335252
Jalgaon Feran,,19.8987838,75.6353706
Konewadi,,19.914672,75.6191325
Dhawalapuri,,19.9307906,75.6654382
Kanchanpur,,19.9481884,75.6624234
Dhasla,,19.94956,75.6639254
Aurangpur,,19.9552983,75.6457615
Bhogalwadi,,19.9659624,75.5908728
Murumkheda,,19.9477447,75.5850255
Pimpal Khunta,,19.9551016,75.6114989
Shevga,,19.909134,75.5949604
Karanjgaon,,19.8878578,75.6097448
Hasanabadwadi,,19.8693535,75.6097233
Gadhe Jalgaon,,19.8841955,75.593791
Bhambarda,,19.9012554,75.5646032
Dudhad,,19.9039691,75.5737173
Jaipur,,19.9043221,75.5292195
Bangaon,,19.9199173,75.5440789
Georai Kubri,,19.9393133,75.545479
Warzadi,,19.9265039,75.5127454
Wadkha,,19.9258584,75.5001175
Pirwadi,,19.9361262,75.4798239
Kacchi ghati,,19.9156706,75.4409856
Bakapur,,19.9326465,75.420295
Adgaon Maholi,,19.9550512,75.4722708
Tambewadi,,20.1163335,75.6143582
Georai Gungi,,20.1130644,75.6045842
Georai Paiga,,20.1308651,75.5915111
Nimkheda,,20.1440405,75.6203341
Padali,,20.144937,75.6005609
Pendgaon,,20.1523703,75.5995309
Borgaon,,20.1497113,75.5857336
Jalgaon Jagir,,20.1432045,75.5756915
Shevta Kh,,20.15232,75.5624253
Shevta Bk,,20.1532164,75.5652523
Wadod khakrewadi Kh,,20.1571444,75.5472278
Wadod Bajar,,20.1504188,75.5215538
Mahal Kinhola,,20.1510811,75.5046236
Jadhawadi,,20.1469414,75.4577923
Maludayawadi,,20.1499127,75.4226339
Kanhori,,20.1233703,75.4257292
Pimpalgaon Walan,,20.1230983,75.3954899
Shirodi Kh,,20.1298023,75.3572524
Sonari Bk,,20.1494066,75.3435248
Dongargaon Shiv,,20.1574415,75.3755879
Adgaon Bk,,20.1613543,75.4014444
Leha,,20.1752523,75.4466665
Khamgaon,,20.1840436,75.4922211
Naigavhan,,20.1827546,75.5315423
Pimpri,,20.1729763,75.5756163
Satala Bk,,20.1893705,75.58568
Aland,,20.1959156,75.5516696
Umravati,,20.220845,75.5411875
Jatwa,,20.2471594,75.5132174
Bodhegaon Bk,,20.2105656,75.4641437
Vahegaon,,20.1731072,75.3859091
Ganori,,20.0445324,75.345633
Bilda,,20.0429399,75.4075277
Sanjul,,20.0373409,75.4178971
Chincholi Bk,,20.0412567,75.4413986
Panwadi,,20.0588439,75.4386306
Dhamangaon,,20.0650518,75.4843515
Waghola,,20.0423856,75.4982722
Nandra,,20.0464877,75.5158138
Babhulgaon,,20.0579923,75.5344444
Marsawali,,20.0429903,75.5665398
Girsawali,,20.0745144,75.5508864
Jategaon,,20.0761469,75.5168867
Pimpalgaon Gangdeo,,20.0998813,75.5078638
Waghalagaon,,20.1138099,75.5034757
Ranjangaon,,20.0934682,75.540179
Pirbawada,,20.0902036,75.5650914
Adgaon,,20.1037854,75.5554247
Shelgaon Kh,,20.1134774,75.5600166
Bhalgaon,,20.1317818,75.5119622
Sultanwadi,,20.0824751,75.4937339
Daregaon Dari,,20.079054,75.4624137
Kingaon,,20.0722471,75.3530252
Waregaon,,20.0827572,75.3621232
Shelgaon,,20.0997604,75.3515822
Wanegaon Kh,,20.1091756,75.3781092
